skill,salary
Tensorflow,110000
Tensorflow,87800
Tensorflow,87800
Tensorflow,127000
Tensorflow,105000
Tensorflow,100000
Tensorflow,100000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,110400
Tensorflow,115000
Tensorflow,119000
Tensorflow,135000
Tensorflow,135000
Tensorflow,140000
Tensorflow,145400
Tensorflow,109000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,100000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,105000
Tensorflow,106500
Tensorflow,106500
Tensorflow,107000
Tensorflow,109762
Tensorflow,110000
Tensorflow,110000
Tensorflow,110000
Tensorflow,110000
Tensorflow,110000
Tensorflow,110375
Tensorflow,111800
Tensorflow,112000
Tensorflow,113000
Tensorflow,114000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,115000
Tensorflow,116300
Tensorflow,117000
Tensorflow,118000
Tensorflow,119000
Tensorflow,119000
Tensorflow,119000
Tensorflow,119000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,120000
Tensorflow,123500
Tensorflow,125000
Tensorflow,125000
Tensorflow,125000
