skill,salary
Big Data,100000
Big Data,110000
Big Data,87800
Big Data,87800
Big Data,72000
Big Data,74300
Big Data,76000
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,87500
Big Data,89000
Big Data,90000
Big Data,90000
Big Data,91700
Big Data,71000
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,78000
Big Data,79900
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,80000
Big Data,81300
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,87000
Big Data,87000
Big Data,87500
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89900
Big Data,89900
Big Data,89900
Big Data,89900
Big Data,89900
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,90000
Big Data,91700
Big Data,91700
Big Data,91700
Big Data,91700
Big Data,91700
Big Data,91700
Big Data,72000
Big Data,72000
Big Data,74776
Big Data,77000
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82200
Big Data,82400
Big Data,82400
Big Data,83000
Big Data,83000
Big Data,83000
Big Data,85300
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,88586
Big Data,88900
Big Data,88900
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,89000
Big Data,90000
Big Data,90646
Big Data,90700
Big Data,90700
Big Data,90700
Big Data,90700
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91700
Big Data,91700
Big Data,91700
Big Data,95000
Big Data,99300
Big Data,99300
Big Data,99900
Big Data,67100
Big Data,72000
Big Data,74402
Big Data,74402
Big Data,77000
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,77700
Big Data,84000
Big Data,85197
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85500
Big Data,85530
Big Data,85530
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,86000
Big Data,87700
Big Data,90646
Big Data,90646
Big Data,90646
Big Data,90646
Big Data,90646
Big Data,90646
Big Data,90700
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,91000
Big Data,92019
Big Data,92019
Big Data,92019
Big Data,92019
Big Data,92100
Big Data,92100
Big Data,92100
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,93000
Big Data,99000
Big Data,109900
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,111500
Big Data,135000
Big Data,76107
Big Data,76107
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,82000
Big Data,96866
Big Data,96866
Big Data,96866
Big Data,96866
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,117603
Big Data,126900
Big Data,126900
Big Data,126900
Big Data,138362
Big Data,138362
Big Data,138362
Big Data,138362
Big Data,111500
Big Data,143300
Big Data,115000
Big Data,133515
Big Data,82000
Big Data,111500
Big Data,111500
Big Data,138445
Big Data,126900
Big Data,126900
Big Data,142300
Big Data,100000
Big Data,80184
Big Data,96866
Big Data,96866
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,109000
Big Data,110000
Big Data,110000
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,111500
Big Data,115000
Big Data,117603
Big Data,120000
Big Data,126900
Big Data,126900
Big Data,130603
Big Data,130900
Big Data,130900
Big Data,136573
Big Data,136573
Big Data,136573
Big Data,136573
Big Data,138362
Big Data,138362
Big Data,138362
Big Data,138362
Big Data,139900
Big Data,150000
Big Data,150000
Big Data,100000
Big Data,98987
Big Data,98987
Big Data,98987
Big Data,98987
Big Data,102669
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,108750
Big Data,118186
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,127500
Big Data,110000
Big Data,130000
Big Data,135000
Big Data,135000
Big Data,135000
Big Data,140000
Big Data,140000
Big Data,140000
Big Data,140000
Big Data,145000
Big Data,150000
Big Data,150000
Big Data,150000
Big Data,150000
Big Data,150000
Big Data,155000
Big Data,155000
Big Data,155000
Big Data,155000
Big Data,170000
Big Data,175000
Big Data,115000
Big Data,115000
Big Data,115000
Big Data,120000
Big Data,120000
Big Data,120000
Big Data,120000
Big Data,125000
Big Data,125000
Big Data,130000
Big Data,130000
Big Data,130610
Big Data,135000
Big Data,135000
Big Data,135000
Big Data,138000
Big Data,140000
Big Data,140000
Big Data,140000
Big Data,140000
Big Data,140000
Big Data,144000
Big Data,145000
Big Data,147000
Big Data,147846
Big Data,155000
Big Data,160000
Big Data,160000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,165000
Big Data,170000
Big Data,180000
Big Data,180000
Big Data,185000
Big Data,190000
Big Data,200000
Big Data,201000
Big Data,115000
Big Data,115000
Big Data,115000
Big Data,115000
Big Data,120000
Big Data,120000
Big Data,120000
Big Data,125000
Big Data,125000
Big Data,125000
Big Data,125000
Big Data,128000
Big Data,160000
Big Data,200000
Big Data,190000
Big Data,115000
Big Data,95000
Big Data,95000
Big Data,95000
Big Data,96900
Big Data,98000
Big Data,98000
Big Data,100000
Big Data,100000
Big Data,100000
Big Data,105000
Big Data,113000
Big Data,120000
Big Data,96600
Big Data,97200
Big Data,100000
Big Data,101100
Big Data,106300
Big Data,109700
Big Data,110500
Big Data,122000
Big Data,103300
Big Data,91400
Big Data,93100
Big Data,93900
Big Data,95000
Big Data,95000
Big Data,96000
Big Data,98000
Big Data,99000
